TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
MIL,MIL @ PHX,03/14/2023,W,240,116,40,85,47.1,12,39,30.8,24,37,64.9,13,33,46,24,8,6,13,15,12
ORL,ORL @ SAS,03/14/2023,L,240,114,44,97,45.4,10,29,34.5,16,21,76.2,13,29,42,24,7,2,9,16,-18
SAS,SAS vs. ORL,03/14/2023,W,240,132,48,85,56.5,22,41,53.7,14,18,77.8,7,40,47,39,6,7,15,17,18
MIN,MIN @ ATL,03/13/2023,W,240,136,54,92,58.7,12,28,42.9,16,23,69.6,5,32,37,39,12,10,13,22,21
MIL,MIL @ SAC,03/13/2023,W,240,133,50,86,58.1,15,33,45.5,18,22,81.8,5,38,43,29,2,4,13,18,9
ATL,ATL vs. MIN,03/13/2023,L,240,115,44,97,45.4,4,22,18.2,23,28,82.1,18,33,51,17,6,4,16,19,-21
MIA,MIA vs. UTA,03/13/2023,W,240,119,37,79,46.8,14,34,41.2,31,36,86.1,9,28,37,20,12,4,13,13,4
UTA,UTA @ MIA,03/13/2023,L,240,115,43,90,47.8,16,38,42.1,13,18,72.2,16,32,48,31,7,4,18,25,-4
PHX,PHX @ GSW,03/13/2023,L,240,112,46,95,48.4,4,21,19.0,16,22,72.7,17,30,47,25,8,4,14,23,-11
GSW,GSW vs. PHX,03/13/2023,W,240,123,45,83,54.2,19,39,48.7,14,24,58.3,9,32,41,28,8,6,16,21,11
BOS,BOS @ HOU,03/13/2023,L,240,109,39,87,44.8,12,42,28.6,19,21,90.5,10,28,38,19,7,5,14,22,-2
IND,IND @ DET,03/13/2023,L,240,97,36,86,41.9,10,34,29.4,15,24,62.5,13,29,42,23,7,5,16,15,-20
MEM,MEM @ DAL,03/13/2023,W,240,104,38,83,45.8,12,37,32.4,16,19,84.2,7,40,47,23,9,3,16,17,16
DAL,DAL vs. MEM,03/13/2023,L,240,88,35,90,38.9,12,46,26.1,6,8,75.0,8,33,41,23,3,3,13,16,-16
DET,DET vs. IND,03/13/2023,W,240,117,48,100,48.0,14,36,38.9,7,10,70.0,19,33,52,28,10,5,15,21,20
HOU,HOU vs. BOS,03/13/2023,W,240,111,40,90,44.4,11,35,31.4,20,27,74.1,15,33,48,27,9,2,11,21,2
SAC,SAC vs. MIL,03/13/2023,L,240,124,46,104,44.2,21,50,42.0,11,15,73.3,15,30,45,31,4,2,9,21,-9
DEN,DEN vs. BKN,03/12/2023,L,240,120,45,90,50.0,12,31,38.7,18,24,75.0,15,34,49,27,4,8,15,19,-2
WAS,WAS @ PHI,03/12/2023,L,240,93,34,84,40.5,6,26,23.1,19,23,82.6,6,29,35,19,4,5,10,20,-19
PHI,PHI vs. WAS,03/12/2023,W,240,112,41,80,51.3,11,29,37.9,19,23,82.6,9,33,42,29,6,10,9,19,19
OKC,OKC @ SAS,03/12/2023,W,240,102,36,95,37.9,10,39,25.6,20,23,87.0,12,43,55,26,8,3,9,19,12
SAS,SAS vs. OKC,03/12/2023,L,240,90,33,88,37.5,10,36,27.8,14,19,73.7,10,40,50,24,3,7,19,18,-12
BKN,BKN @ DEN,03/12/2023,W,240,122,42,84,50.0,17,44,38.6,21,24,87.5,4,24,28,32,11,2,10,21,2
NOP,NOP vs. POR,03/12/2023,W,240,127,43,86,50.0,19,40,47.5,22,29,75.9,8,35,43,35,11,7,15,19,17
POR,POR @ NOP,03/12/2023,L,240,110,43,88,48.9,10,33,30.3,14,20,70.0,10,36,46,26,10,2,19,21,-17
CLE,CLE @ CHA,03/12/2023,W,240,114,41,87,47.1,7,27,25.9,25,34,73.5,11,29,40,18,8,3,10,22,6
CHA,CHA vs. CLE,03/12/2023,L,240,108,41,80,51.3,10,21,47.6,16,22,72.7,7,36,43,25,8,5,19,26,-6
NYK,NYK @ LAL,03/12/2023,W,240,112,42,88,47.7,11,37,29.7,17,21,81.0,12,34,46,18,8,3,11,18,4
LAL,LAL vs. NYK,03/12/2023,L,240,108,43,89,48.3,12,36,33.3,10,17,58.8,10,27,37,24,6,2,11,17,-4
DET,DET vs. IND,03/11/2023,L,240,115,43,94,45.7,11,34,32.4,18,27,66.7,12,30,42,25,7,7,12,24,-6
ORL,ORL vs. MIA,03/11/2023,W,265,126,48,99,48.5,13,37,35.1,17,20,85.0,15,39,54,34,10,10,19,20,12
MIA,MIA @ ORL,03/11/2023,L,265,114,42,94,44.7,11,37,29.7,19,20,95.0,5,30,35,19,8,2,17,17,-12
IND,IND @ DET,03/11/2023,W,240,121,43,93,46.2,9,35,25.7,26,34,76.5,18,40,58,24,7,6,14,20,6
CHA,CHA vs. UTA,03/11/2023,L,240,111,40,98,40.8,17,40,42.5,14,15,93.3,11,32,43,24,5,14,7,15,-8
UTA,UTA @ CHA,03/11/2023,W,240,119,46,103,44.7,9,32,28.1,18,20,90.0,20,40,60,22,4,4,11,17,8
SAC,SAC @ PHX,03/11/2023,W,240,128,41,85,48.2,15,35,42.9,31,37,83.8,8,31,39,19,10,2,15,19,9
PHX,PHX vs. SAC,03/11/2023,L,240,119,44,89,49.4,13,44,29.5,18,22,81.8,7,33,40,30,11,3,14,26,-9
GSW,GSW vs. MIL,03/11/2023,W,265,125,46,112,41.1,23,55,41.8,10,11,90.9,18,47,65,33,12,4,15,15,9
NYK,NYK @ LAC,03/11/2023,L,240,95,32,90,35.6,7,31,22.6,24,27,88.9,20,34,54,21,5,3,10,17,-11
LAC,LAC vs. NYK,03/11/2023,W,240,106,42,87,48.3,10,30,33.3,12,16,75.0,7,32,39,22,3,4,10,20,11
NOP,NOP vs. OKC,03/11/2023,L,240,96,34,81,42.0,12,34,35.3,16,19,84.2,8,35,43,23,3,4,22,25,-14
OKC,OKC @ NOP,03/11/2023,W,240,110,37,80,46.3,9,28,32.1,27,32,84.4,4,34,38,17,11,2,12,17,14
HOU,HOU vs. CHI,03/11/2023,L,240,111,41,85,48.2,16,34,47.1,13,17,76.5,6,27,33,28,10,3,16,19,-8
CHI,CHI @ HOU,03/11/2023,W,240,119,44,86,51.2,15,32,46.9,16,22,72.7,13,31,44,25,7,9,14,17,8
MEM,MEM vs. DAL,03/11/2023,W,240,112,41,86,47.7,10,38,26.3,20,24,83.3,11,34,45,25,7,5,11,16,4
DAL,DAL @ MEM,03/11/2023,L,240,108,39,85,45.9,15,43,34.9,15,23,65.2,10,33,43,25,4,3,11,17,-4
MIL,MIL @ GSW,03/11/2023,L,265,116,43,100,43.0,21,51,41.2,9,11,81.8,7,41,48,28,9,7,17,14,-9
ATL,ATL vs. BOS,03/11/2023,L,240,125,50,100,50.0,10,34,29.4,15,16,93.8,13,35,48,24,4,4,10,17,-9
BOS,BOS @ ATL,03/11/2023,W,240,134,52,95,54.7,20,42,47.6,10,12,83.3,5,35,40,35,6,6,9,21,9
DEN,DEN @ SAS,03/10/2023,L,240,120,44,90,48.9,13,35,37.1,19,20,95.0,8,25,33,32,14,4,14,14,-8
TOR,TOR @ LAL,03/10/2023,L,240,112,46,92,50.0,10,28,35.7,10,13,76.9,10,27,37,29,14,3,13,16,-10
LAL,LAL vs. TOR,03/10/2023,W,240,122,45,80,56.3,13,30,43.3,19,19,100,5,30,35,28,8,8,21,10,10
MIN,MIN vs. BKN,03/10/2023,L,265,123,48,98,49.0,9,30,30.0,18,29,62.1,12,35,47,29,10,6,14,21,-1
BKN,BKN @ MIN,03/10/2023,W,265,124,42,91,46.2,16,34,47.1,24,33,72.7,12,36,48,20,7,5,15,26,1
MIA,MIA vs. CLE,03/10/2023,W,240,119,42,82,51.2,14,29,48.3,21,23,91.3,11,35,46,22,7,4,16,20,4
CLE,CLE @ MIA,03/10/2023,L,240,115,40,86,46.5,18,43,41.9,17,21,81.0,8,26,34,25,5,6,11,20,-4
PHI,PHI vs. POR,03/10/2023,W,240,120,43,83,51.8,11,30,36.7,23,29,79.3,12,30,42,25,7,4,10,24,1
SAS,SAS vs. DEN,03/10/2023,W,240,128,51,94,54.3,13,33,39.4,13,17,76.5,13,37,50,31,10,0,19,20,8
WAS,WAS vs. ATL,03/10/2023,L,240,107,43,88,48.9,7,27,25.9,14,18,77.8,7,36,43,27,8,6,15,17,-7
ATL,ATL @ WAS,03/10/2023,W,240,114,42,95,44.2,15,31,48.4,15,19,78.9,13,33,46,25,9,4,14,17,7
POR,POR @ PHI,03/10/2023,L,240,119,42,80,52.5,15,36,41.7,20,30,66.7,5,31,36,24,6,3,9,17,-1
MEM,MEM vs. GSW,03/09/2023,W,240,131,50,93,53.8,18,40,45.0,13,18,72.2,9,33,42,36,6,3,14,18,21
BKN,BKN @ MIL,03/09/2023,L,240,113,41,104,39.4,14,36,38.9,17,17,100,15,32,47,20,10,4,14,12,-5
MIL,MIL vs. BKN,03/09/2023,W,240,118,44,104,42.3,19,50,38.0,11,14,78.6,20,41,61,33,8,12,16,14,5
GSW,GSW @ MEM,03/09/2023,L,240,110,36,82,43.9,15,45,33.3,23,24,95.8,8,24,32,25,9,3,17,17,-21
ORL,ORL vs. UTA,03/09/2023,L,240,124,44,94,46.8,16,34,47.1,20,31,64.5,12,24,36,21,9,4,10,16,-7
SAC,SAC vs. NYK,03/09/2023,W,240,122,44,84,52.4,10,32,31.3,24,32,75.0,6,36,42,28,10,3,12,21,5
NYK,NYK @ SAC,03/09/2023,L,240,117,42,101,41.6,13,50,26.0,20,31,64.5,23,35,58,27,8,1,14,25,-5
CHA,CHA @ DET,03/09/2023,W,240,113,43,86,50.0,8,24,33.3,19,32,59.4,13,31,44,24,11,9,13,18,10
IND,IND vs. HOU,03/09/2023,W,265,134,48,100,48.0,18,45,40.0,20,21,95.2,8,34,42,34,12,15,12,21,9
DET,DET vs. CHA,03/09/2023,L,240,103,40,89,44.9,7,21,33.3,16,20,80.0,17,31,48,20,5,4,19,22,-10
HOU,HOU @ IND,03/09/2023,L,265,125,49,107,45.8,6,17,35.3,21,29,72.4,20,38,58,18,6,6,17,22,-9
UTA,UTA @ ORL,03/09/2023,W,240,131,49,88,55.7,13,34,38.2,20,21,95.2,11,31,42,27,7,8,18,26,7
BOS,BOS vs. POR,03/08/2023,W,240,115,42,88,47.7,18,49,36.7,13,20,65.0,5,40,45,26,9,2,11,20,22
POR,POR @ BOS,03/08/2023,L,240,93,30,82,36.6,11,39,28.2,22,27,81.5,6,41,47,18,5,2,16,19,-22
DEN,DEN vs. CHI,03/08/2023,L,240,96,37,88,42.0,15,40,37.5,7,15,46.7,11,33,44,26,5,2,11,16,-21
CHI,CHI @ DEN,03/08/2023,W,240,117,46,89,51.7,8,24,33.3,17,18,94.4,9,41,50,26,9,2,9,16,21
ATL,ATL @ WAS,03/08/2023,W,240,122,45,85,52.9,12,29,41.4,20,26,76.9,8,28,36,26,11,5,11,17,2
TOR,TOR @ LAC,03/08/2023,L,240,100,37,96,38.5,13,32,40.6,13,14,92.9,15,26,41,21,12,2,12,23,-8
LAC,LAC vs. TOR,03/08/2023,W,240,108,39,71,54.9,6,20,30.0,24,31,77.4,9,35,44,23,9,4,17,18,8
DAL,DAL @ NOP,03/08/2023,L,240,106,38,88,43.2,16,46,34.8,14,19,73.7,5,29,34,24,7,0,9,18,-7
NOP,NOP vs. DAL,03/08/2023,W,240,113,42,83,50.6,13,27,48.1,16,18,88.9,9,40,49,32,4,6,15,19,7
OKC,OKC @ PHX,03/08/2023,L,240,101,33,88,37.5,15,43,34.9,20,21,95.2,7,30,37,23,9,2,16,13,-31
PHX,PHX vs. OKC,03/08/2023,W,240,132,49,94,52.1,20,43,46.5,14,16,87.5,14,40,54,31,10,7,15,17,31
WAS,WAS vs. ATL,03/08/2023,L,240,120,47,83,56.6,12,29,41.4,14,17,82.4,6,33,39,34,9,1,19,16,-2
CLE,CLE @ MIA,03/08/2023,W,240,104,39,80,48.8,9,28,32.1,17,19,89.5,7,25,32,26,13,3,17,23,4
MIA,MIA vs. CLE,03/08/2023,L,240,100,35,70,50.0,8,29,27.6,22,29,75.9,10,27,37,22,7,4,24,19,-4
PHI,PHI @ MIN,03/07/2023,W,240,117,40,81,49.4,15,25,60.0,22,23,95.7,8,46,54,21,8,6,16,17,23
NYK,NYK vs. CHA,03/07/2023,L,240,105,38,89,42.7,11,40,27.5,18,24,75.0,10,29,39,18,3,4,8,18,-7
CHA,CHA @ NYK,03/07/2023,W,240,112,42,85,49.4,12,32,37.5,16,21,76.2,10,32,42,27,2,5,12,20,7
MIN,MIN vs. PHI,03/07/2023,L,240,94,34,86,39.5,11,36,30.6,15,21,71.4,6,28,34,19,9,7,11,16,-23
ORL,ORL vs. MIL,03/07/2023,L,240,123,50,100,50.0,9,30,30.0,14,19,73.7,10,28,38,24,7,0,13,22,-11
BKN,BKN @ HOU,03/07/2023,W,240,118,40,81,49.4,15,40,37.5,23,29,79.3,5,31,36,23,12,7,12,21,22
DAL,DAL vs. UTA,03/07/2023,W,240,120,42,89,47.2,19,45,42.2,17,22,77.3,3,40,43,24,10,6,17,20,4
UTA,UTA @ DAL,03/07/2023,L,240,116,41,92,44.6,15,44,34.1,19,25,76.0,6,41,47,23,10,4,16,23,-4
MEM,MEM @ LAL,03/07/2023,L,240,103,36,93,38.7,9,37,24.3,22,29,75.9,6,39,45,18,6,6,7,25,-9
HOU,HOU vs. BKN,03/07/2023,L,240,96,36,83,43.4,7,26,26.9,17,24,70.8,15,33,48,14,6,1,19,22,-22
MIL,MIL @ ORL,03/07/2023,W,240,134,46,78,59.0,10,28,35.7,32,34,94.1,3,35,38,28,5,5,17,18,11
DET,DET vs. WAS,03/07/2023,L,240,117,43,84,51.2,13,30,43.3,18,22,81.8,10,20,30,29,6,3,12,16,-2
WAS,WAS @ DET,03/07/2023,W,240,119,47,81,58.0,12,25,48.0,13,17,76.5,9,28,37,27,9,5,15,20,2
GSW,GSW @ OKC,03/07/2023,L,240,128,47,89,52.8,20,51,39.2,14,16,87.5,8,25,33,36,8,3,21,21,-9
OKC,OKC vs. GSW,03/07/2023,W,240,137,50,94,53.2,17,37,45.9,20,24,83.3,13,31,44,28,10,2,18,17,9
LAL,LAL vs. MEM,03/07/2023,W,240,112,41,90,45.6,7,28,25.0,23,29,79.3,7,50,57,27,4,2,15,18,9
NOP,NOP @ SAC,03/06/2023,L,240,108,43,80,53.8,11,29,37.9,11,14,78.6,7,33,40,29,6,4,16,19,-15
POR,POR @ DET,03/06/2023,W,240,110,38,78,48.7,15,33,45.5,19,25,76.0,5,33,38,28,7,6,11,17,6
DET,DET vs. POR,03/06/2023,L,240,104,40,86,46.5,10,32,31.3,14,20,70.0,16,36,52,30,9,6,16,21,-6
PHI,PHI @ IND,03/06/2023,W,240,147,48,82,58.5,16,34,47.1,35,38,92.1,5,31,36,37,6,5,12,26,4
IND,IND vs. PHI,03/06/2023,L,240,143,53,90,58.9,15,37,40.5,22,31,71.0,5,25,30,28,8,4,9,24,-4
BOS,BOS @ CLE,03/06/2023,L,265,114,42,101,41.6,16,48,33.3,14,21,66.7,15,37,52,25,5,5,14,21,-4
CLE,CLE vs. BOS,03/06/2023,W,265,118,43,96,44.8,12,34,35.3,20,25,80.0,16,42,58,27,4,7,15,20,4
TOR,TOR @ DEN,03/06/2023,L,240,113,43,86,50.0,10,27,37.0,17,20,85.0,11,30,41,29,6,4,15,20,-5
DEN,DEN vs. TOR,03/06/2023,W,240,118,43,86,50.0,13,33,39.4,19,23,82.6,12,29,41,30,9,2,14,12,5
SAC,SAC vs. NOP,03/06/2023,W,240,123,47,83,56.6,16,38,42.1,13,20,65.0,6,27,33,39,7,3,11,12,15
MIA,MIA vs. ATL,03/06/2023,W,240,130,41,77,53.2,16,29,55.2,32,37,86.5,8,24,32,27,6,4,11,17,2
ATL,ATL @ MIA,03/06/2023,L,240,128,51,92,55.4,9,29,31.0,17,23,73.9,12,25,37,28,5,0,11,25,-2
UTA,UTA @ OKC,03/05/2023,L,240,119,43,88,48.9,11,37,29.7,22,27,81.5,12,27,39,30,5,8,16,25,-10
WAS,WAS vs. MIL,03/05/2023,L,240,111,46,108,42.6,8,31,25.8,11,12,91.7,20,36,56,21,8,2,9,19,-6
CHI,CHI vs. IND,03/05/2023,L,240,122,45,74,60.8,10,22,45.5,22,25,88.0,4,29,33,18,6,3,15,20,-3
MEM,MEM @ LAC,03/05/2023,L,240,129,50,92,54.3,18,34,52.9,11,15,73.3,2,24,26,32,13,3,8,23,-6
IND,IND @ CHI,03/05/2023,W,240,125,48,94,51.1,16,44,36.4,13,16,81.3,13,22,35,27,5,6,9,18,3
BOS,BOS vs. NYK,03/05/2023,L,290,129,43,109,39.4,21,59,35.6,22,25,88.0,17,37,54,27,8,5,16,28,-2
NYK,NYK @ BOS,03/05/2023,W,290,131,47,95,49.5,15,41,36.6,22,32,68.8,11,43,54,18,7,4,20,27,2
DAL,DAL vs. PHX,03/05/2023,L,240,126,38,77,49.4,15,38,39.5,35,38,92.1,5,26,31,15,5,0,10,22,-4
PHX,PHX @ DAL,03/05/2023,W,240,130,49,89,55.1,12,34,35.3,20,25,80.0,9,32,41,27,5,2,9,28,4
LAC,LAC vs. MEM,03/05/2023,W,240,135,45,85,52.9,12,29,41.4,33,35,94.3,13,40,53,25,6,2,17,17,6
OKC,OKC vs. UTA,03/05/2023,W,240,129,44,87,50.6,14,37,37.8,27,33,81.8,11,31,42,24,9,4,12,20,10
GSW,GSW @ LAL,03/05/2023,L,240,105,36,91,39.6,18,52,34.6,15,18,83.3,7,35,42,27,2,6,13,21,-8
CHA,CHA @ BKN,03/05/2023,L,240,86,33,88,37.5,8,30,26.7,12,15,80.0,5,44,49,17,2,3,10,19,-16
SAS,SAS @ HOU,03/05/2023,L,240,110,43,93,46.2,11,34,32.4,13,21,61.9,13,22,35,23,5,4,15,20,-32
HOU,HOU vs. SAS,03/05/2023,W,240,142,52,85,61.2,13,24,54.2,25,29,86.2,6,38,44,29,10,3,12,20,32
MIL,MIL @ WAS,03/05/2023,W,240,117,39,83,47.0,22,49,44.9,17,22,77.3,7,38,45,30,5,6,12,15,6
LAL,LAL vs. GSW,03/05/2023,W,240,113,42,95,44.2,11,33,33.3,18,22,81.8,10,36,46,29,3,3,9,17,8
BKN,BKN vs. CHA,03/05/2023,W,240,102,36,92,39.1,12,43,27.9,18,22,81.8,8,44,52,21,5,9,8,12,16
POR,POR @ ORL,03/05/2023,W,240,122,39,83,47.0,16,47,34.0,28,32,87.5,9,37,46,27,9,5,17,22,3
ORL,ORL vs. POR,03/05/2023,L,240,119,42,84,50.0,11,31,35.5,24,31,77.4,6,32,38,29,11,2,11,25,-3
SAS,SAS vs. HOU,03/04/2023,L,240,110,38,86,44.2,15,37,40.5,19,20,95.0,13,29,42,24,9,3,15,20,-12
HOU,HOU @ SAS,03/04/2023,W,240,122,49,87,56.3,8,23,34.8,16,22,72.7,14,31,45,26,9,5,16,24,12
WAS,WAS vs. TOR,03/04/2023,L,265,109,38,75,50.7,14,24,58.3,19,22,86.4,9,34,43,26,9,5,24,16,-7
TOR,TOR @ WAS,03/04/2023,W,265,116,47,90,52.2,12,30,40.0,10,14,71.4,10,24,34,30,14,4,14,21,7
MIN,MIN @ SAC,03/04/2023,W,240,138,48,80,60.0,20,39,51.3,22,31,71.0,6,34,40,31,4,6,12,21,4
SAC,SAC vs. MIN,03/04/2023,L,240,134,49,89,55.1,14,27,51.9,22,30,73.3,11,28,39,25,5,1,6,21,-4
MIL,MIL vs. PHI,03/04/2023,L,240,130,44,83,53.0,17,34,50.0,25,28,89.3,11,32,43,30,3,3,13,23,-3
CLE,CLE vs. DET,03/04/2023,W,240,114,45,91,49.5,14,34,41.2,10,18,55.6,8,31,39,29,14,8,12,18,24
ATL,ATL @ MIA,03/04/2023,L,240,109,37,79,46.8,9,30,30.0,26,30,86.7,10,27,37,22,12,1,16,23,-8
MIA,MIA vs. ATL,03/04/2023,W,240,117,42,83,50.6,13,35,37.1,20,23,87.0,12,31,43,31,5,3,20,19,8
PHI,PHI @ MIL,03/04/2023,W,240,133,42,84,50.0,18,37,48.6,31,37,83.8,9,23,32,24,5,1,6,21,3
DET,DET @ CLE,03/04/2023,L,240,90,33,81,40.7,6,24,25.0,18,25,72.0,12,37,49,19,5,7,24,15,-24
NOP,NOP @ GSW,03/03/2023,L,240,99,34,77,44.2,10,29,34.5,21,27,77.8,7,22,29,20,9,4,13,22,-9
MIA,MIA vs. NYK,03/03/2023,L,240,120,39,81,48.1,12,25,48.0,30,32,93.8,11,28,39,23,7,2,12,17,-2
MIN,MIN @ LAL,03/03/2023,W,240,110,42,89,47.2,14,34,41.2,12,16,75.0,10,36,46,29,10,6,14,21,8
NYK,NYK @ MIA,03/03/2023,W,240,122,47,81,58.0,17,41,41.5,11,17,64.7,6,28,34,23,8,4,12,23,2
LAL,LAL vs. MIN,03/03/2023,L,240,102,36,87,41.4,10,31,32.3,20,24,83.3,11,30,41,23,8,2,15,19,-8
CHI,CHI vs. PHX,03/03/2023,L,240,104,39,83,47.0,7,23,30.4,19,25,76.0,9,25,34,24,7,1,9,15,-21
PHX,PHX @ CHI,03/03/2023,W,240,125,42,84,50.0,20,47,42.6,21,25,84.0,13,28,41,29,6,7,11,20,21
DEN,DEN vs. MEM,03/03/2023,W,240,113,40,87,46.0,8,31,25.8,25,31,80.6,13,40,53,28,6,5,10,21,16
UTA,UTA @ OKC,03/03/2023,L,240,103,38,78,48.7,9,29,31.0,18,23,78.3,10,38,48,24,5,14,26,18,-27
MEM,MEM @ DEN,03/03/2023,L,240,97,31,84,36.9,11,32,34.4,24,31,77.4,10,30,40,24,6,6,11,24,-16
BKN,BKN @ BOS,03/03/2023,W,240,115,40,95,42.1,14,44,31.8,21,26,80.8,13,34,47,25,9,6,13,20,10
BOS,BOS vs. BKN,03/03/2023,L,240,105,41,84,48.8,9,29,31.0,14,20,70.0,9,39,48,26,8,8,19,19,-10
OKC,OKC vs. UTA,03/03/2023,W,240,130,52,104,50.0,17,43,39.5,9,14,64.3,11,29,40,31,12,5,7,22,27
GSW,GSW vs. NOP,03/03/2023,W,240,108,40,78,51.3,10,31,32.3,18,20,90.0,9,34,43,28,7,4,18,22,9
ATL,ATL vs. POR,03/03/2023,W,240,129,52,91,57.1,12,26,46.2,13,16,81.3,10,33,43,30,10,5,17,19,18
CHA,CHA vs. ORL,03/03/2023,L,240,106,38,78,48.7,9,24,37.5,21,25,84.0,8,26,34,25,11,4,21,20,-11
ORL,ORL @ CHA,03/03/2023,W,240,117,46,86,53.5,10,26,38.5,15,19,78.9,13,29,42,21,9,4,20,24,11
POR,POR @ ATL,03/03/2023,L,240,111,41,87,47.1,13,39,33.3,16,20,80.0,9,25,34,22,11,7,18,15,-18
LAC,LAC @ SAC,03/03/2023,L,240,127,47,87,54.0,14,41,34.1,19,27,70.4,6,26,32,31,7,3,7,24,-1
SAC,SAC vs. LAC,03/03/2023,W,240,128,46,87,52.9,10,33,30.3,26,26,100,9,36,45,26,3,2,11,22,1
TOR,TOR @ WAS,03/02/2023,L,240,108,41,92,44.6,9,33,27.3,17,17,100,13,30,43,28,8,7,14,21,-11
WAS,WAS vs. TOR,03/02/2023,W,240,119,43,84,51.2,14,30,46.7,19,24,79.2,9,34,43,30,5,4,15,12,11
GSW,GSW vs. LAC,03/02/2023,W,240,115,39,93,41.9,14,46,30.4,23,27,85.2,15,45,60,25,9,6,12,20,24
LAC,LAC @ GSW,03/02/2023,L,240,91,32,89,36.0,9,43,20.9,18,21,85.7,9,38,47,19,5,5,16,24,-24
DAL,DAL vs. PHI,03/02/2023,W,240,133,45,82,54.9,25,48,52.1,18,27,66.7,5,26,31,26,8,1,13,22,7
PHI,PHI @ DAL,03/02/2023,L,240,126,45,78,57.7,12,27,44.4,24,29,82.8,5,32,37,28,9,1,14,24,-7
SAS,SAS vs. IND,03/02/2023,W,240,110,45,98,45.9,10,32,31.3,10,13,76.9,13,37,50,31,5,6,17,14,11
IND,IND @ SAS,03/02/2023,L,240,99,41,90,45.6,8,23,34.8,9,11,81.8,6,34,40,23,11,8,14,18,-11
PHX,PHX @ CHA,03/01/2023,W,240,105,42,89,47.2,9,25,36.0,12,15,80.0,5,43,48,30,8,9,13,22,14
HOU,HOU vs. MEM,03/01/2023,L,240,99,36,90,40.0,11,34,32.4,16,25,64.0,17,32,49,17,4,5,13,18,-14
MEM,MEM @ HOU,03/01/2023,W,240,113,40,83,48.2,17,41,41.5,16,19,84.2,8,36,44,27,6,9,8,21,14
MIA,MIA vs. PHI,03/01/2023,L,240,96,34,78,43.6,7,29,24.1,21,23,91.3,5,28,33,18,3,2,13,17,-23
PHI,PHI @ MIA,03/01/2023,W,240,119,41,83,49.4,15,39,38.5,22,22,100,9,32,41,25,6,5,9,20,23
CHA,CHA vs. PHX,03/01/2023,L,240,91,32,88,36.4,9,33,27.3,18,28,64.3,12,36,48,20,3,7,14,17,-14
LAL,LAL @ OKC,03/01/2023,W,240,123,38,80,47.5,16,35,45.7,31,39,79.5,10,31,41,22,8,8,13,19,6
POR,POR vs. NOP,03/01/2023,L,240,110,36,81,44.4,11,38,28.9,27,29,93.1,12,29,41,18,5,8,14,18,-11
NOP,NOP @ POR,03/01/2023,W,240,121,46,89,51.7,9,25,36.0,20,23,87.0,11,30,41,23,9,4,6,20,11
CHI,CHI @ DET,03/01/2023,W,240,117,41,85,48.2,12,27,44.4,23,31,74.2,10,30,40,27,9,4,15,22,2
OKC,OKC vs. LAL,03/01/2023,L,240,117,44,91,48.4,11,40,27.5,18,24,75.0,12,30,42,29,8,4,13,27,-6
BOS,BOS vs. CLE,03/01/2023,W,240,117,39,78,50.0,16,32,50.0,23,28,82.1,7,36,43,27,5,4,13,18,4
CLE,CLE @ BOS,03/01/2023,L,240,113,45,92,48.9,10,32,31.3,13,21,61.9,10,28,38,21,8,3,7,18,-4
NYK,NYK vs. BKN,03/01/2023,W,240,142,54,89,60.7,20,35,57.1,14,21,66.7,7,39,46,28,5,3,16,21,24
BKN,BKN @ NYK,03/01/2023,L,240,118,42,90,46.7,15,39,38.5,19,20,95.0,5,26,31,26,6,5,14,21,-24
ORL,ORL @ MIL,03/01/2023,L,240,117,43,94,45.7,9,33,27.3,22,29,75.9,12,38,50,22,3,5,13,18,-22
MIL,MIL vs. ORL,03/01/2023,W,240,139,49,94,52.1,26,56,46.4,15,19,78.9,8,38,46,29,4,1,8,23,22
DET,DET vs. CHI,03/01/2023,L,240,115,39,78,50.0,14,35,40.0,23,28,82.1,7,33,40,23,8,2,17,23,-2
DEN,DEN @ HOU,02/28/2023,W,240,133,53,92,57.6,16,37,43.2,11,16,68.8,11,32,43,40,8,5,11,10,21
HOU,HOU vs. DEN,02/28/2023,L,240,112,48,97,49.5,9,31,29.0,7,10,70.0,10,30,40,33,5,6,13,16,-21
IND,IND @ DAL,02/28/2023,W,240,124,41,78,52.6,11,28,39.3,31,40,77.5,5,36,41,25,3,8,9,19,2
ATL,ATL vs. WAS,02/28/2023,L,240,116,43,93,46.2,13,35,37.1,17,19,89.5,13,29,42,21,4,7,9,17,-3
WAS,WAS @ ATL,02/28/2023,W,240,119,48,97,49.5,6,21,28.6,17,20,85.0,16,32,48,19,6,5,9,15,3
UTA,UTA vs. SAS,02/28/2023,L,240,94,30,85,35.3,10,34,29.4,24,36,66.7,14,38,52,15,8,9,20,15,-8
OKC,OKC vs. SAC,02/28/2023,L,240,117,43,98,43.9,11,35,31.4,20,24,83.3,12,30,42,28,9,1,10,23,-6
SAS,SAS @ UTA,02/28/2023,W,240,102,39,91,42.9,8,26,30.8,16,25,64.0,9,36,45,23,9,5,14,22,8
LAC,LAC vs. MIN,02/28/2023,L,240,101,35,83,42.2,11,28,39.3,20,23,87.0,9,35,44,24,11,3,25,17,-7
